item_id,study,source,title,url,accessed_date,license_note
study3-goldman-sachs-L4,study3,deployment_evidence,"GS AI Assistant / GS AI Platform (Goldman Sachs) L4 m=0.25: Compliance gateway (policy-as-code-style checks), audit logging (observability), and phased rollout ",https://fortune.com/2025/06/24/goldman-sachs-internal-ai-assistant/,,public case study / disclosure
study3-google-cloud-L1,study3,deployment_evidence,Gemini Enterprise Agent Platform (Google Cloud) L1 m=0.25: Agent Gateway is a runtime enforcement point intercepting tool calls to enforce access-control polic,https://docs.cloud.google.com/gemini-enterprise-agent-platform/govern,,public case study / disclosure
study3-google-cloud-L3,study3,deployment_evidence,Gemini Enterprise Agent Platform (Google Cloud) L3 m=0.25: Comprehensive audit logging and per-agent identity giving a clear audit trail (provenance); operatio,https://docs.cloud.google.com/gemini-enterprise-agent-platform/govern,,public case study / disclosure
study3-google-cloud-L4,study3,deployment_evidence,"Gemini Enterprise Agent Platform (Google Cloud) L4 m=0.25: Per-agent SPIFFE-formatted Agent Identity in IAM (workload identity), Agent Gateway policy enforceme",https://cloud.google.com/blog/products/ai-machine-learning/introducing-gemini-enterprise-agent-platform,,public case study / disclosure
study3-hippocratic-ai-L1,study3,deployment_evidence,Hippocratic AI Polaris Agents (Hippocratic AI) L1 m=0.25: Constellation architecture: a primary conversational model plus 21 specialist supervisor models that,https://hippocraticai.com/polaris/,,public case study / disclosure
study3-hippocratic-ai-L3,study3,deployment_evidence,Hippocratic AI Polaris Agents (Hippocratic AI) L3 m=0.5: Strongest L3 case: supervisor models continuously oversee the talking model (oversight meta-monitori,https://www.nvidia.com/en-us/case-studies/hippocratic-ai/,,public case study / disclosure
study3-hippocratic-ai-L4,study3,deployment_evidence,"Hippocratic AI Polaris Agents (Hippocratic AI) L4 m=0.25: Every agent passes a three-step validation (licensure verification, development testing, clinical re",https://hippocraticai.com/,,public case study / disclosure
study3-intercom-L1,study3,deployment_evidence,"Fin AI customer-service agent (Intercom) L1 m=0.25: Fin AI Engine runs pre-answer safety checks: confidence threshold (uncertainty-aware), accuracy and ",https://www.intercom.com/help/en/articles/9929230-the-fin-ai-engine,,public case study / disclosure
study3-intercom-L3,study3,deployment_evidence,"Fin AI customer-service agent (Intercom) L3 m=0.25: Configurable escalation to humans on triggers (customer requests human, appears angry, stuck in a re",https://www.intercom.com/help/en/articles/10210126-provide-fin-ai-agent-with-specific-guidance,,public case study / disclosure
study3-intercom-L4,study3,deployment_evidence,Fin AI customer-service agent (Intercom) L4 m=0.25: Full observability suite plus documented Honeycomb case study on distributed tracing to observe/oper,https://www.honeycomb.io/resources/case-studies/how-honeycomb-helped-intercom-observe-and-operate-fin-ai,,public case study / disclosure
study3-jpmorgan-chase-L1,study3,deployment_evidence,LLM Suite (JPMorgan Chase) L1 m=0.25: Cross-functional governance board governs data access and model vetting; a model cannot be used with,https://emerj.com/artificial-intelligence-at-jpmorgan-chase/,,public case study / disclosure
study3-jpmorgan-chase-L3,study3,deployment_evidence,LLM Suite (JPMorgan Chase) L3 m=0.25: Mandatory control/approval process before an AI model can be used; audit logging cited as part of th,https://www.ctoforum.org/wp-content/uploads/2025/07/JPMorganChase-Leadership-in-the-Age-of-GenAI-TMS.pdf,,public case study / disclosure
study3-jpmorgan-chase-L4,study3,deployment_evidence,"LLM Suite (JPMorgan Chase) L4 m=0.25: Model registration in a formal control process, continuous monitoring, and ROI measurement described",https://emerj.com/artificial-intelligence-at-jpmorgan-chase/,,public case study / disclosure
study3-klarna-powered-by-openai-L1,study3,deployment_evidence,Klarna AI customer-service assistant (Klarna (powered by OpenAI)) L1 m=0.25: Assistant operates within customer-service scope with fallback to humans; firm publicly acknowledged,https://openai.com/index/klarna/,,public case study / disclosure
study3-klarna-powered-by-openai-L3,study3,deployment_evidence,Klarna AI customer-service assistant (Klarna (powered by OpenAI)) L3 m=0.25: Tiered handling with escalation to human agents for complex cases; in 2025 the firm re-introduced hu,https://blog.promptlayer.com/klarna-customer-service-from-ai-first-to-human-hybrid-balance/,,public case study / disclosure
study3-klarna-powered-by-openai-L4,study3,deployment_evidence,"Klarna AI customer-service assistant (Klarna (powered by OpenAI)) L4 m=0.25: Extensively measured golden signals in production: 2.3M conversations, resolution time 11->2 min, 25",https://www.klarna.com/international/press/klarna-ai-assistant-handles-two-thirds-of-customer-service-chats-in-its-first-month/,,public case study / disclosure
study3-kpmg-with-microsoft-azure-L1,study3,deployment_evidence,"Clara smart-audit agents / Workbench multi-agent platform (KPMG (with Microsoft Azure)) L1 m=0.25: Audit agents (expense vouching, search for unrecorded liabilities) deployed within a governed, 'trus",https://kpmg.com/xx/en/media/press-releases/2025/04/kpmg-advances-ai-integration-in-kpmg-clara-smart-audit-platform.html,,public case study / disclosure
study3-kpmg-with-microsoft-azure-L3,study3,deployment_evidence,"Clara smart-audit agents / Workbench multi-agent platform (KPMG (with Microsoft Azure)) L3 m=0.25: Explicitly 'AI-enabled, human-led': auditors review and sign off on agent outputs (approval-gate + t",https://kpmg.com/us/en/capabilities-services/audit-services/kpmg-clara.html,,public case study / disclosure
study3-kpmg-with-microsoft-azure-L4,study3,deployment_evidence,Clara smart-audit agents / Workbench multi-agent platform (KPMG (with Microsoft Azure)) L4 m=0.25: Built on Azure with Agent 365/Copilot governance; standardizes/automates audit procedures with stage,https://news.microsoft.com/source/2026/06/09/kpmg-and-microsoft-scale-trusted-enterprise-ai-agents-globally-through-deployment-of-agent-365-and-copilot/,,public case study / disclosure
study3-lemonade-L1,study3,deployment_evidence,"AI Jim / Maya claims and quote agents (Lemonade) L1 m=0.25: Deterministic policy/rules layer sits in front of the model with runtime evaluation on responses, ru",https://getperspective.ai/blog/lemonade-case-study-conversational-ai-insurance,,public case study / disclosure
study3-lemonade-L3,study3,deployment_evidence,AI Jim / Maya claims and quote agents (Lemonade) L3 m=0.25: Complex/high-value/questionable claims auto-route to a human expert (tiered autonomy + behavioral es,https://www.trixlyai.com/blog/our-blog-1/agentic-ai-insurance-lemonade-case-study-28,,public case study / disclosure
study3-lemonade-L4,study3,deployment_evidence,"AI Jim / Maya claims and quote agents (Lemonade) L4 m=0.25: Runtime evaluation on every response, ML fraud/severity models, and audit trails persisted to the da",https://www.trixlyai.com/blog/our-blog-1/agentic-ai-insurance-lemonade-case-study-28,,public case study / disclosure
study3-mercado-libre-with-openai-L1,study3,deployment_evidence,Verdi Customer-Service Mediation (Mercado Libre (with OpenAI)) L1 m=0.25: Verdi platform provides a structured framework governing GPT-4o-based agents and scoped API access f,https://openai.com/index/mercado-libre/,,public case study / disclosure
study3-mercado-libre-with-openai-L3,study3,deployment_evidence,"Verdi Customer-Service Mediation (Mercado Libre (with OpenAI)) L3 m=0.25: Agent interfaces with internal employees when necessary during mediation, handing off complex cases ",https://openai.com/index/mercado-libre/,,public case study / disclosure
study3-mercado-libre-with-openai-L4,study3,deployment_evidence,"Verdi Customer-Service Mediation (Mercado Libre (with OpenAI)) L4 m=0.25: Structured developer platform (17k devs, 30k microservices) with measured scope of automation (~10% ",https://openai.com/index/mercado-libre/,,public case study / disclosure
study3-microsoft-L1,study3,deployment_evidence,"Copilot Studio autonomous agents (Microsoft) L1 m=0.25: Guidance to program strict limits on agent actions (closed-loop guardrails), DLP, and running agents",https://learn.microsoft.com/en-us/microsoft-copilot-studio/guidance/autonomous-agents,,public case study / disclosure
study3-microsoft-L3,study3,deployment_evidence,"Copilot Studio autonomous agents (Microsoft) L3 m=0.25: Detailed logs of every trigger, decision, and action (audit/provenance); layered approval workflows ",https://learn.microsoft.com/en-us/microsoft-copilot-studio/security-and-governance,,public case study / disclosure
study3-microsoft-L4,study3,deployment_evidence,"Copilot Studio autonomous agents (Microsoft) L4 m=0.25: Zoned governance with layered environments and approval workflows (progressive rollout), DLP policie",https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/ai-agents/governance-security-across-organization,,public case study / disclosure
study3-moody-s-L1,study3,deployment_evidence,Research Assistant (agentic) (Moody's) L1 m=0.25: Multi-agent orchestration with bounded workflows (up to ~400 steps) and an accuracy-first design giv,https://www.zenml.io/llmops-database/multi-agent-ai-system-for-financial-intelligence-and-risk-analysis,,public case study / disclosure
study3-moody-s-L3,study3,deployment_evidence,Research Assistant (agentic) (Moody's) L3 m=0.25: Human oversight over analytical outputs with source citations/provenance back to filings and ratings,https://www.moodys.com/web/en/us/creditview/blog/from-research-assistant-to-agentic-solution-with-cristina-pieretti.html,,public case study / disclosure
study3-moody-s-L4,study3,deployment_evidence,Research Assistant (agentic) (Moody's) L4 m=0.25: Serverless multi-agent orchestration on Amazon Bedrock with document-processing pipelines; measured ,https://www.zenml.io/llmops-database/multi-agent-ai-platform-for-financial-workflow-automation,,public case study / disclosure
study3-morgan-stanley-wealth-management-L1,study3,deployment_evidence,AI @ Morgan Stanley Assistant / Debrief (Morgan Stanley Wealth Management) L1 m=0.25: Firm built guardrails around testing and bias mitigation; every use case passes a structured eval fr,https://openai.com/index/morgan-stanley/,,public case study / disclosure
study3-morgan-stanley-wealth-management-L3,study3,deployment_evidence,"AI @ Morgan Stanley Assistant / Debrief (Morgan Stanley Wealth Management) L3 m=0.25: Human-in-the-loop is mandatory: Debrief generates meeting notes/emails only with client consent, and",https://www.morganstanley.com/press-releases/ai-at-morgan-stanley-debrief-launch,,public case study / disclosure
study3-morgan-stanley-wealth-management-L4,study3,deployment_evidence,AI @ Morgan Stanley Assistant / Debrief (Morgan Stanley Wealth Management) L4 m=0.25: Documented eval framework systematically tests models against real-world scenarios with human-expert,https://openai.com/index/morgan-stanley/,,public case study / disclosure
study3-salesforce-L1,study3,deployment_evidence,"Agentforce (Einstein Trust Layer) (Salesforce) L1 m=0.25: Einstein Trust Layer sits between every prompt and the LLM: topic/scope guardrails, data masking, to",https://www.salesforce.com/welcome-to-the-agentic-enterprise/ai-guardrails/,,public case study / disclosure
study3-salesforce-L3,study3,deployment_evidence,Agentforce (Einstein Trust Layer) (Salesforce) L3 m=0.25: Each LLM call is its own immutable audit record (audit trail is the source of truth for what the mod,https://www.salesforce.com/blog/best-practices-for-secure-agentforce-implementation-2/,,public case study / disclosure
study3-salesforce-L4,study3,deployment_evidence,Agentforce (Einstein Trust Layer) (Salesforce) L4 m=0.25: Agentforce Testing Center simulates and scores agent behavior before deployment (pre-prod evals); au,https://trailhead.salesforce.com/content/learn/modules/trusted-agentic-ai/explore-agentforce-guardrails-and-trust-patterns,,public case study / disclosure
study3-sap-L1,study3,deployment_evidence,"Joule agents / AI Agent Hub (SAP) L1 m=0.25: Joule Studio ships built-in operational controls: guardrails plus human checkpoints, and scoping of ",https://community.sap.com/t5/artificial-intelligence-blogs-posts/agent-builder-in-joule-studio-is-now-generally-available-build-your-own/ba-p/14289282,,public case study / disclosure
study3-sap-L3,study3,deployment_evidence,"Joule agents / AI Agent Hub (SAP) L3 m=0.25: AI Agent Hub is a central registry showing what each agent does, is allowed to touch, and actually d",https://ignitesap.com/sap-ai-agent-hub-and-agent-governance/,,public case study / disclosure
study3-sap-L4,study3,deployment_evidence,Joule agents / AI Agent Hub (SAP) L4 m=0.25: Process Insights for behavioral observability/impact analysis (semantic observability); managed runt,https://www.ux4tech.com/blog/sap-ai-agent-hub-enterprise-governance,,public case study / disclosure
study3-servicenow-L1,study3,deployment_evidence,"AI Agents governed via AI Control Tower (ServiceNow) L1 m=0.25: Runtime agent-deviation detection flags straying from authorized role, prompt-injection and override",https://newsroom.servicenow.com/press-releases/details/2026/ServiceNow-expands-AI-Control-Tower-to-discover-observe-govern-secure-and-measure-AI-deployed-across-any-system-in-the-enterprise/default.aspx,,public case study / disclosure
study3-servicenow-L3,study3,deployment_evidence,AI Agents governed via AI Control Tower (ServiceNow) L3 m=0.25: AI Control Tower is a fleet oversight/meta-monitoring plane (discover/observe/govern/measure) with I,https://www.servicenow.com/products/ai-control-tower.html,,public case study / disclosure
study3-servicenow-L4,study3,deployment_evidence,"AI Agents governed via AI Control Tower (ServiceNow) L4 m=0.25: Traceloop-based deep runtime observability into agent reasoning/decisions (semantic observability), ",https://www.servicenow.com/products/ai-control-tower.html,,public case study / disclosure
study3-shopify-L1,study3,deployment_evidence,Sidekick merchant agent (Shopify) L1 m=0.25: Cheap deterministic validation checks run before the expensive LLM judge (basic-layer validation / c,https://shopify.engineering/building-production-ready-agentic-systems,,public case study / disclosure
study3-shopify-L4,study3,deployment_evidence,"Sidekick merchant agent (Shopify) L4 m=0.25: Rigorous eval framework: LLM-as-judge + merchant simulation, ground-truth sets sampled from producti",https://shopify.engineering/building-production-ready-agentic-systems,,public case study / disclosure
study3-sierra-platform-vendor-L1,study3,deployment_evidence,"Sierra CX Agents (WeightWatchers, ADT, SiriusXM) (Sierra (platform vendor)) L1 m=0.25: Agents configured with explicit goals and guardrails to keep them on-policy; scoped tool/knowledge a",https://sierra.ai/customers/weightwatchers,,public case study / disclosure
study3-sierra-platform-vendor-L3,study3,deployment_evidence,"Sierra CX Agents (WeightWatchers, ADT, SiriusXM) (Sierra (platform vendor)) L3 m=0.25: ADT agent runs with 'tight guardrails and dense human-in-the-loop review'; escalation/handoff to hum",https://theaiagentindex.com/agents/sierra,,public case study / disclosure
study3-sierra-platform-vendor-L4,study3,deployment_evidence,"Sierra CX Agents (WeightWatchers, ADT, SiriusXM) (Sierra (platform vendor)) L4 m=0.25: Measured outcomes (WeightWatchers agent ~70% of sessions, 4.6/5 CSAT); Agent SDK with versioning and",https://sierra.ai/customers,,public case study / disclosure
study3-t-mobile-with-openai-L1,study3,deployment_evidence,IntentCX (T-Mobile (with OpenAI)) L1 m=0.25: Intent-driven decisioning platform with secure/scoped access to T-Mobile data (least-privilege); aut,https://www.t-mobile.com/news/business/t-mobile-launches-intentcx-with-openai,,public case study / disclosure
study3-t-mobile-with-openai-L3,study3,deployment_evidence,IntentCX (T-Mobile (with OpenAI)) L3 m=0.25: Primary mode is agent-assist: platform delivers individualized solutions that human contact-center a,https://www.customerexperiencedive.com/news/t-mobile-openai-customer-service-agents-generative-ai-intentcx/727572/,,public case study / disclosure
study3-uk-government-digital-service-gds-L1,study3,deployment_evidence,GOV.UK Chat (UK Government Digital Service (GDS)) L1 m=0.25: Two layers of safety guardrails; scope-limited to GOV.UK content (least-privilege); clarifying follo,https://www.gov.uk/government/news/governments-experimental-ai-chatbot-to-help-people-set-up-small-businesses-and-find-support,,public case study / disclosure
study3-uk-government-digital-service-gds-L3,study3,deployment_evidence,GOV.UK Chat (UK Government Digital Service (GDS)) L3 m=0.25: Dedicated oversight/monitoring during pilots; red-teaming with the AI Security Institute (508 jailbr,https://insidegovuk.blog.gov.uk/2026/05/15/developing-gov-uk-chat-our-data-science-and-ai-engineering-journey/,,public case study / disclosure
study3-uk-government-digital-service-gds-L4,study3,deployment_evidence,GOV.UK Chat (UK Government Digital Service (GDS)) L4 m=0.25: Staged/progressive rollout across two public pilots; measured accuracy improvement 76% to 90% with g,https://www.publictechnology.net/2026/03/19/science-technology-and-research/gds-reports-achieving-90-accuracy-in-gov-uk-chat-pilots/,,public case study / disclosure
study3-walmart-L1,study3,deployment_evidence,Sparky Shopping Assistant (Walmart) L1 m=0.25: Transactions constrained to Walmart's own checkout with scoped access to real-time inventory/pricing,https://corporate.walmart.com/news/2025/06/06/walmart-the-future-of-shopping-is-agentic-meet-sparky,,public case study / disclosure
study3-walmart-L4,study3,deployment_evidence,Sparky Shopping Assistant (Walmart) L4 m=0.25: Adoption and business metrics tracked (~half of app users tried it; ~35% higher average order value ,https://talkbusiness.net/2026/07/the-supply-side-walmarts-sparky-shopping-agent-drives-more-sales/,,public case study / disclosure
study3-wells-fargo-on-google-cloud-L1,study3,deployment_evidence,"Fargo virtual assistant (Wells Fargo (on Google Cloud)) L1 m=0.25: Privacy-orchestration layer scrubs and tokenizes PII on-premise before any LLM call, guaranteeing ze",https://venturebeat.com/ai/wells-fargos-ai-assistant-just-crossed-245-million-interactions-with-zero-humans-in-the-loop-and-zero-pii-to-the-llm,,public case study / disclosure
study3-wells-fargo-on-google-cloud-L3,study3,deployment_evidence,Fargo virtual assistant (Wells Fargo (on Google Cloud)) L3 m=0.25: Banking-grade logging/provenance of interactions for compliance (audit-trail class). NOTE: reporting,https://cloud.google.com/transform/reinventing-personal-finance-customer-experience-wells-fargo-fargo-chat,,public case study / disclosure
study3-wells-fargo-on-google-cloud-L4,study3,deployment_evidence,Fargo virtual assistant (Wells Fargo (on Google Cloud)) L4 m=0.25: Engineered privacy-orchestration/tokenization pipeline with measured production scale (245.4M intera,https://cloud.google.com/blog/topics/financial-services/wells-fargo-agentic-ai-agentspace-empowering-workers,,public case study / disclosure
study3-zoom-L1,study3,deployment_evidence,"AI Companion / Virtual Agent (Zoom) L1 m=0.25: Layered safeguards: real-time safety checks, multi-model cross-checking to validate responses (close",https://www.zoom.com/en/products/virtual-agent/features/responsible-ai/,,public case study / disclosure
study3-zoom-L3,study3,deployment_evidence,AI Companion / Virtual Agent (Zoom) L3 m=0.25: Vertical-specific backend logic to prevent off-policy responses and escalation paths to human agents,https://www.zoom.com/en/products/virtual-agent/features/responsible-ai/,,public case study / disclosure
study3-zoom-L4,study3,deployment_evidence,AI Companion / Virtual Agent (Zoom) L4 m=0.25: Enterprise observability via AI simulations and post-call analytics (evals + semantic observability),https://www.zoom.com/en/products/ai-assistant/resources/privacy-security/,,public case study / disclosure
