incident_id,source,url,date,system_description,included,exclusion_reason,primary_layer,secondary_layers,mechanism_phrase,rationale,coder_a,coder_b,adjudicated
aiid-545,aiid,https://incidentdatabase.ai/cite/545,2023-05-29,Tessa chatbot (NEDA / Cass),False,not_agentic,,,,"Tessa was a rule-based/generative conversational chatbot producing single-completion responses without planning or tool execution, so it is not an autonomous multi-step agent.",excluded,excluded,False
aiid-548,aiid,https://incidentdatabase.ai/cite/548,2023-05-24,Opera Aria (GPT-based chatbot),False,not_agentic,,,,"This is a single-completion chatbot hallucination with no planning or tool-execution loop, so it fails the agentic filter.",excluded,excluded,False
aiid-549,aiid,https://incidentdatabase.ai/cite/549,2023-01-05,McDonald's/Wendy's/Hardee's AI hiring chatbots (Olivia/Paradox),False,insufficient_mechanism,,,,The account is a journalist's anecdotal UX description of chatbot failures without technical mechanism detail or evidence of autonomous multi-step tool-executing agent behavior.,excluded,excluded,False
aiid-552,aiid,https://incidentdatabase.ai/cite/552,2023-06-22,Bing Chat (GPT-4 image analysis),False,not_agentic,,,,"This describes a single-completion model output solving a CAPTCHA via image analysis, not autonomous multi-step planning with tool execution.",excluded,excluded,False
aiid-563,aiid,https://incidentdatabase.ai/cite/563,2023-08-14,Cruise autonomous robotaxi (driverless AV),True,,L1,L3; L4,failed emergency-vehicle yielding,"A Cruise AV stopped in a traffic lane and did not autonomously clear the path for an ambulance, requiring remote human assistance that arrived too slowly to matter, reflecting a missing behavioral policy and deficient oversight escalation.",L1,L1,False
aiid-578,aiid,https://incidentdatabase.ai/cite/578,2023-06-26,"Meta LLaMA-based NSFW chatbots (e.g., 'Allie')",False,not_agentic,,,,"This describes single-completion LLM text generation for NSFW content, not autonomous multi-step agentic behavior with tool use.",excluded,excluded,False
aiid-585,aiid,https://incidentdatabase.ai/cite/585,2023-10-26,Alleged Russian disinformation operation using AI chatbots,False,not_agentic,,,,"This describes human-directed use of chatbots to amplify propaganda, not an autonomous multi-step agentic system with tool execution.",excluded,excluded,False
aiid-591,aiid,https://incidentdatabase.ai/cite/591,2023-07-24,Cigna PXDX claims-rejection algorithm,False,not_agentic,,,,"PXDX is a rule-based claims-flagging tool with rubber-stamp human sign-off, not an autonomous planning-plus-tool-execution agent.",excluded,excluded,False
aiid-595,aiid,https://incidentdatabase.ai/cite/595,2023-08-11,Cruise autonomous vehicle fleet,False,adjudicated_excluded,,,,Author scope decision (2026-07-16): AV fleet stall is a shared-resource coupling failure (L2 mechanism acknowledged) but the system class (robotic autonomy) is outside the agentic-AI scope of the study.,excluded,L2,True
aiid-596,aiid,https://incidentdatabase.ai/cite/596,2023-10,Cruise autonomous vehicles (GM Chevrolet Bolt AV system),False,not_agentic,,,,"This concerns a physical autonomous-driving system with no mechanism-level description of an AI agent planning/tool-execution failure, so it falls outside the agentic AI failure scope.",excluded,excluded,False
aiid-622,aiid,https://incidentdatabase.ai/cite/622,2023-12-18,Chevrolet of Watsonville dealer chatbot (ChatGPT-powered),False,not_agentic,,,,"This is a single-completion conversational chatbot manipulated via prompt injection, with no planning or tool execution loop, so it fails the agentic inclusion criterion.",excluded,excluded,False
aiid-623,aiid,https://incidentdatabase.ai/cite/623,2023-12-12,Google Bard (chatbot),False,not_agentic,,,,"This is single-completion chatbot output (hallucinated citations) used by a human, not autonomous multi-step planning plus tool execution, so it fails the agentic filter.",excluded,excluded,False
aiid-631,aiid,https://incidentdatabase.ai/cite/631,2024-01-18,DPD AI customer service chatbot (LLM-powered),False,not_agentic,,,,"This is single-completion LLM chatbot output manipulated via prompts, with no planning or tool execution constituting autonomous multi-step agentic behavior.",excluded,excluded,False
aiid-636,aiid,https://incidentdatabase.ai/cite/636,2024-02-14,"AI romantic chatbots (Replika, Chai, Romantic AI, EVA AI, CrushOn.AI)",False,not_agentic,,,,"This describes privacy/data-sharing practices and chatbot conversational outputs, not autonomous multi-step agentic tool-executing behavior.",excluded,excluded,False
aiid-640,aiid,https://incidentdatabase.ai/cite/640,2023-12-11,Waymo autonomous driving software (Jaguar I-Pace fleet),False,not_agentic,,,,"This is an autonomous vehicle perception/prediction error, not an LLM-style agentic tool-executing system within the study's scope.",excluded,excluded,False
aiid-645,aiid,https://incidentdatabase.ai/cite/645,2024-02-21,Google Gemini image generation,False,not_agentic,,,,"This is single-completion image generation output bias, not autonomous multi-step planning with tool execution.",excluded,excluded,False
aiid-647,aiid,https://incidentdatabase.ai/cite/647,2024-02-06,Waymo autonomous vehicle,False,not_agentic,,,,"This is a physical autonomous-vehicle perception incident, not an LLM/software agent performing planning plus tool execution as defined by the agentic filter.",excluded,excluded,False
aiid-654,aiid,https://incidentdatabase.ai/cite/654,2024-03-06,Microsoft Copilot Designer (DALL-E based text-to-image generator),False,not_agentic,,,,"This is a text-to-image model producing single-completion outputs from prompts, not an autonomous multi-step agent planning and executing tools.",excluded,excluded,False
aiid-685,aiid,https://incidentdatabase.ai/cite/685,2024-04,WHO S.A.R.A.H. health chatbot,False,not_agentic,,,,"The report describes a conversational health chatbot giving inconsistent single-completion responses, not autonomous multi-step planning with tool execution.",excluded,excluded,False
aiid-688,aiid,https://incidentdatabase.ai/cite/688,2024-05-20,OpenAI Sky voice assistant,False,not_agentic,,,,"This is a legal/ethical dispute over voice likeness, not an autonomous multi-step agentic failure with tool execution.",excluded,excluded,False
aiid-700,aiid,https://incidentdatabase.ai/cite/700,2024-04,Meta AI chatbot (Llama 3) in Facebook groups,False,adjudicated_excluded,,,,"Author scope decision (2026-07-16): Meta AI auto-responding in groups is triggered single-completion generation, not agentic multi-step planning-plus-tool-execution; auto-posting is not agentic.",excluded,L1,True
aiid-712,aiid,https://incidentdatabase.ai/cite/712,2024-04-26,Meta AI chatbot (Facebook Messenger),False,not_agentic,,,,"This is single-completion generative chatbot output fabricating text, not autonomous multi-step planning with tool execution.",excluded,excluded,False
aiid-714,aiid,https://incidentdatabase.ai/cite/714,2024-03-29,NYC MyCity Microsoft-powered chatbot,False,not_agentic,,,,"This is a Q&A chatbot producing inaccurate single-completion outputs, not an autonomous multi-step planning-plus-tool-execution agent.",excluded,excluded,False
aiid-719,aiid,https://incidentdatabase.ai/cite/719,2024-04-04,X's Grok AI chatbot powering Explore trending summaries,True,,L1,,unverified-input summarization amplification,"Author scope decision (2026-07-16): retained as L1 (coder A). Grok's unsupervised trending-summary generation is a single-agent curation failure a least-privilege/circuit-breaker design would have interrupted; the inter-agent framing (coder B, L2) is not required to explain it.",L1,L2,True
aiid-722,aiid,https://incidentdatabase.ai/cite/722,2024-04,Father Justin (Catholic Answers chatbot),False,not_agentic,,,,"This is a conversational chatbot producing misleading single-completion outputs about its identity, not an autonomous multi-step agent planning and executing tools.",excluded,excluded,False
aiid-726,aiid,https://incidentdatabase.ai/cite/726,2023-10-02,Cruise autonomous vehicle (robotaxi),False,not_agentic,,,,"This is a physical autonomous-vehicle crash, not an AI agent performing planning plus tool execution, and lacks mechanism-level software detail to code as an agentic incident.",excluded,excluded,False
aiid-729,aiid,https://incidentdatabase.ai/cite/729,2024-05-14,OpenAI GPT-4o tokenizer,False,not_agentic,,,,"This describes a training-data/tokenizer quality issue in a single LLM, not autonomous multi-step agentic tool-using behavior.",excluded,excluded,False
aiid-734,aiid,https://incidentdatabase.ai/cite/734,2024-06-18,"10 leading AI chatbots (ChatGPT-4, Copilot, Gemini, Claude, etc.)",False,not_agentic,,,,"This is a benchmark audit of single-completion chatbot responses to prompts, not autonomous multi-step agentic tool-executing behavior.",excluded,excluded,False
aiid-736,aiid,https://incidentdatabase.ai/cite/736,2023-12-01,"Malla services (BadGPT, WormGPT, EscapeGPT, etc.) built on GPT-3.5/4, Claude, Pygmalion",False,not_agentic,,,,"This describes misuse of LLMs for single-completion malicious content generation and jailbreaking, not autonomous multi-step agentic tool-executing behavior.",excluded,excluded,False
aiid-738,aiid,https://incidentdatabase.ai/cite/738,2024-06,DWP housing benefit fraud risk-scoring algorithm,False,not_agentic,,,,"This is a non-AI statistical scoring tool that flags claims for human review, not an autonomous planning-plus-tool-execution agent.",excluded,excluded,False
aiid-744,aiid,https://incidentdatabase.ai/cite/744,2024-06-25,Copilot for Microsoft 365 / Gemini for Google Workspace,False,not_agentic,,,,"The article describes single-completion Q&A tools giving wrong answers due to poor data quality, not autonomous multi-step agentic planning and tool execution.",excluded,excluded,False
aiid-748,aiid,https://incidentdatabase.ai/cite/748,2024-06-19,PayPal generative AI chatbot assistant,False,not_agentic,,,,"The chatbot produced a single fabricated conversational output with no evidence of planning or tool execution, so it is a single-completion model output rather than an autonomous multi-step agent.",excluded,excluded,False
aiid-750,aiid,https://incidentdatabase.ai/cite/750,2024-07-22,"AI chatbots (ChatGPT, Meta AI, Copilot, Gemini, Perplexity)",False,not_agentic,,,,"This describes single-completion chatbot Q&A giving outdated answers, not autonomous multi-step planning with tool execution.",excluded,excluded,False
aiid-760,aiid,https://incidentdatabase.ai/cite/760,2024-07-21,Grok (xAI) chatbot on X,False,not_agentic,,,,"This is a single-completion chatbot producing false election information, not an autonomous multi-step agent with tool execution and planning.",excluded,excluded,False
aiid-763,aiid,https://incidentdatabase.ai/cite/763,2024-08-13,"Grok (X AI chatbot, 'Stories on X' summaries)",False,not_agentic,,,,"This is single-completion LLM summary generation from trending posts, not autonomous multi-step planning with tool execution.",excluded,excluded,False
aiid-770,aiid,https://incidentdatabase.ai/cite/770,2024-08-16,Microsoft Copilot,False,not_agentic,,,,"This is single-completion LLM chatbot output conflating court reporter with defendants, not autonomous multi-step planning plus tool execution.",excluded,excluded,False
aiid-773,aiid,https://incidentdatabase.ai/cite/773,2024-08-20,Microsoft Copilot chatbot,False,not_agentic,,,,"This is single-completion chatbot output producing real names during case-study generation, not autonomous multi-step planning with tool execution.",excluded,excluded,False
aiid-793,aiid,https://incidentdatabase.ai/cite/793,2024-07,AllHere 'Ed' educational chatbot for LAUSD,False,not_agentic,,,,"This describes a business/procurement failure of a chatbot vendor, not an autonomous multi-step agentic failure with a codeable technical mechanism.",excluded,excluded,False
aiid-794,aiid,https://incidentdatabase.ai/cite/794,2024-08,Waymo autonomous vehicles (fleet in SF parking lot),True,,L2,L3; L4,inter-agent feedback honking loop,"Multiple autonomous vehicles reacted to each other's parking-lot presence, triggering an emergent honking feedback loop that persisted for weeks due to no responsive human oversight or telemetry escalation.",L2,L2,False
aiid-811,aiid,https://incidentdatabase.ai/cite/811,2024-10,Otter.ai OtterPilot / Zoom AI Companion,False,not_agentic,,,,The failure stems from automated transcription/auto-share default settings rather than autonomous multi-step planning plus tool execution by an agent.,excluded,excluded,False
aiid-813,aiid,https://incidentdatabase.ai/cite/813,2023-09,Starship Technologies semi-autonomous delivery robot,False,insufficient_mechanism,,,,"The report documents observable robot behavior (abrupt reversing into a pedestrian) but provides no mechanism-level detail about the perception, planning, or control cause of the failure sufficient to code.",excluded,excluded,False
aiid-820,aiid,https://incidentdatabase.ai/cite/820,2024-10-15,AI image expansion/outpainting tool,False,not_agentic,,,,"This is a single-completion image outpainting output, not autonomous multi-step planning with tool execution, so it fails the agentic filter.",excluded,excluded,False
aiid-821,aiid,https://incidentdatabase.ai/cite/821,2024-07-07,Baidu Apollo Robotaxi (Luobo Kuaipao),False,insufficient_mechanism,,,,The report describes a robotaxi-pedestrian collision but provides no technical mechanism explaining why the perception/planning system failed to detect or yield to the crossing pedestrian.,excluded,excluded,False
aiid-826,aiid,https://incidentdatabase.ai/cite/826,2024-02,Character.ai chatbot,False,not_agentic,,,,"This describes a conversational chatbot generating harmful text outputs, not an autonomous multi-step agent planning and executing tool actions.",excluded,excluded,False
aiid-838,aiid,https://incidentdatabase.ai/cite/838,2024-04-25,Microsoft Copilot (AI search / medical Q&A),False,not_agentic,,,,"This describes single-completion generative answer inaccuracy in medical Q&A, not autonomous multi-step planning plus tool execution.",excluded,excluded,False
aiid-845,aiid,https://incidentdatabase.ai/cite/845,2024-11-13,Google Gemini chatbot,False,not_agentic,,,,"This is a single-turn chatbot text generation with no planning or tool execution, so it is not an agentic multi-step incident.",excluded,excluded,False
aiid-850,aiid,https://incidentdatabase.ai/cite/850,2024-10-24,Character.ai chatbots,False,not_agentic,,,,"This describes user-created conversational chatbots producing objectionable single-turn responses, not autonomous multi-step planning with tool execution.",excluded,excluded,False
aiid-853,aiid,https://incidentdatabase.ai/cite/853,2024-02-03,Waymo autonomous vehicle,False,not_agentic,,,,"This is a physical autonomous vehicle immobilized by external sensor blocking, not an AI agent exhibiting planning-plus-tool-execution failure amenable to CASE coding.",excluded,excluded,False
aiid-854,aiid,https://incidentdatabase.ai/cite/854,2024-09-30,Waymo autonomous taxi,False,not_agentic,,,,"The vehicle correctly stopped for a pedestrian blocking its path, which is intended behavior rather than an agentic AI planning/tool-execution failure with codeable mechanism.",excluded,excluded,False
aiid-863,aiid,https://incidentdatabase.ai/cite/863,2024-12-12,Character.ai chatbot companions,False,not_agentic,,,,"This describes single-completion chatbot conversational output causing harm, not autonomous multi-step planning with tool execution.",excluded,excluded,False
aiid-897,aiid,https://incidentdatabase.ai/cite/897,2025-01,FunkSec AI-assisted ransomware (Miniapps chatbot/LLM),False,not_agentic,,,,"AI was used as a coding assistant to generate code and comments, not as an autonomous planning-plus-tool-executing agent, so it fails the agentic filter.",excluded,excluded,False
aiid-899,aiid,https://incidentdatabase.ai/cite/899,2024-12-17,Character.ai,False,not_agentic,,,,"This describes single-completion chatbot role-play and content moderation failures, not autonomous multi-step planning with tool execution.",excluded,excluded,False
aiid-900,aiid,https://incidentdatabase.ai/cite/900,2024-11-13,Character.AI chatbots,False,not_agentic,,,,"This describes chatbot conversational content generation and moderation failures, not autonomous multi-step planning with tool execution.",excluded,excluded,False
aiid-906,aiid,https://incidentdatabase.ai/cite/906,2024-10,AI-powered cloud call center platform (Middle East),False,not_agentic,,,,"This is a data breach of a platform's management dashboard by external attackers, not a failure arising from autonomous agent planning or tool execution.",excluded,excluded,False
aiid-916,aiid,https://incidentdatabase.ai/cite/916,2025-01,CrushOn.ai and JanitorAI chatbots,False,not_agentic,,,,"This is a criminal misuse of chatbots by a human directing them, not autonomous multi-step agentic planning plus tool execution failure.",excluded,excluded,False
aiid-942,aiid,https://incidentdatabase.ai/cite/942,2025-02-20,AI-assisted voice phishing scam (voice cloning),False,not_agentic,,,,"This is a human-run social-engineering scam using voice cloning and abuse of Google infrastructure, not an autonomous multi-step AI agent executing tools.",excluded,excluded,False
aiid-951,aiid,https://incidentdatabase.ai/cite/951,2025-02-24,Character.AI chatbots (therapist/psychologist personas),False,not_agentic,,,,"This describes single-completion chatbot conversational outputs reinforcing harmful beliefs, not autonomous multi-step planning with tool execution.",excluded,excluded,False
aiid-954,aiid,https://incidentdatabase.ai/cite/954,2025-02,AI chatbots allegedly used in romance scams,False,insufficient_mechanism,,,,The report broadly alleges AI chatbots aid romance scams but provides no concrete agentic incident with tool-executing multi-step behavior or mechanism-level detail.,excluded,excluded,False
aiid-962,aiid,https://incidentdatabase.ai/cite/962,2025-03-05,AI-assisted scam call center (deepfakes + persuasion scripts),False,not_agentic,,,,"This describes humans using AI tools (deepfakes, persuasion scripts) for fraud, not an autonomous multi-step agent planning and executing via tools.",excluded,excluded,False
aiid-975,aiid,https://incidentdatabase.ai/cite/975,2025-03-05,"Character.AI, Chub AI, and other LLM chatbot persona platforms using OpenAI/Anthropic/Google APIs",False,not_agentic,,,,"This describes harmful conversational chatbot personas produced by single-completion LLM output and jailbreaking, not autonomous multi-step agents planning and executing tools.",excluded,excluded,False
aiid-999,aiid,https://incidentdatabase.ai/cite/999,2025-03-12,Fake Meta support phishing chatbot,False,not_agentic,,,,"This is a human-directed phishing campaign using a possibly-scripted chat interface; the text explicitly states it is unclear whether AI was used, so there is no autonomous agentic system to code.",excluded,excluded,False
arxiv-2503.12651,arxiv,https://arxiv.org/abs/2503.12651,2025-03,VeriLA (compound LLM agent system evaluation framework),False,insufficient_mechanism,,,,The paper proposes an evaluation framework and references generic agent failures without documenting a specific incident with codeable failure mechanism detail.,excluded,excluded,False
arxiv-2505.03574,arxiv,https://arxiv.org/abs/2505.03574,2025-05-06,LlamaFirewall guardrail framework,False,not_agentic,,,,"This is a defensive tool paper describing general risk categories, not a concrete documented agentic failure incident.",excluded,excluded,False
arxiv-2509.03312,arxiv,https://arxiv.org/abs/2509.03312,2025-09-03,"AgenTracer / multi-agent systems (MetaGPT, MaAS)",False,insufficient_mechanism,,,,"This is a methods paper on failure attribution across multi-agent traces, not a concrete documented incident with codeable mechanism detail.",excluded,excluded,False
arxiv-2603.14688,arxiv,https://arxiv.org/abs/2603.14688,2026-03-16,AgentTrace (causal tracing framework for multi-agent systems),False,insufficient_mechanism,,,,This is a tool/methods paper describing a benchmark of generic failure scenarios without documenting any single concrete incident with codeable mechanism detail.,excluded,excluded,False
arxiv-2604.16339,arxiv,https://arxiv.org/abs/2604.16339,2026-03-13,"Multi-agent LLM systems (AutoGen, CrewAI, LangGraph) with Semantic Consensus Framework",False,insufficient_mechanism,,,,The paper describes a general failure category and proposed framework across aggregate runs but does not document a single concrete incident with codeable mechanism detail.,excluded,excluded,False
arxiv-2605.25338,arxiv,https://arxiv.org/abs/2605.25338,2026-05,CausalFlow (LLM agent failure attribution framework),False,insufficient_mechanism,,,,"This is a methods paper on attributing agent failures in aggregate across benchmarks, with no single concretely documented incident described at mechanism level.",excluded,excluded,False
arxiv-2606.00765,arxiv,https://arxiv.org/abs/2606.00765,2026-05-30,FALAT failure attribution framework / Who&When benchmark multi-agent trajectories,False,insufficient_mechanism,,,,This is a methods paper on failure attribution that describes error propagation in the abstract without documenting a single concrete incident with codeable mechanism detail.,excluded,excluded,False
arxiv-2606.08275,arxiv,https://arxiv.org/abs/2606.08275,2026-06-06,Causal Agent Replay (CAR) attribution method,False,insufficient_mechanism,,,,"This is a methods paper about causal attribution for agent failures, not a documented concrete incident with codeable mechanism detail.",excluded,excluded,False
arxiv-2607.02514,arxiv,https://arxiv.org/abs/2607.02514,2026-07-02,Iterative VibeCoding benchmark: Claude Sonnet 4.5 attack agent vs GPT-4o monitor,False,adjudicated_excluded,,,,Author scope decision (2026-07-16): controlled benchmark/simulation studies are not documented incidents. Demonstrated exploits against production systems remain admissible; hypothetical attack benchmarks do not.,L2,excluded,True
mit-02.12.03,mit_risk_repo,https://airisk.mit.edu/risks,2024,LLM chatbots (multi-step jailbreak taxonomy),False,not_agentic,,,,"This is a taxonomy survey describing prompt-based jailbreak attack categories on conversational LLMs, not a concrete agentic incident with planning plus tool execution.",excluded,excluded,False
mit-03.01.00,mit_risk_repo,https://airisk.mit.edu/risks,2023,"General discussion of AI ethics (algorithmic bias, autonomous vehicles)",False,not_agentic,,,,"The text is a general ethics discussion of biased algorithms and hypothetical AV dilemmas, not a concrete agentic multi-step incident with codeable mechanism detail.",excluded,excluded,False
mit-03.05.00,mit_risk_repo,https://airisk.mit.edu/risks,2023,"General AI ethics discussion (deepfakes, Auto-GPT mentioned)",False,not_agentic,,,,The text is a general survey of AI misuse concerns without any concrete agentic incident or mechanism-level failure description.,excluded,excluded,False
mit-04.07.00,mit_risk_repo,https://airisk.mit.edu/risks,2023,Survey paper on generative language model safety,False,not_agentic,,,,"This is a survey discussing hypothetical safety risks in general terms, not a concrete documented agentic incident with codeable mechanism.",excluded,excluded,False
mit-05.02.00,mit_risk_repo,https://airisk.mit.edu/risks,2024,Generative AI ethics scoping review (no specific agent system),False,not_agentic,,,,"This is a scoping review discussing hypothetical AI safety risks in the abstract, not a concrete agentic incident with mechanism detail.",excluded,excluded,False
mit-05.06.00,mit_risk_repo,https://airisk.mit.edu/risks,2024,Generative AI ethics scoping review (general LLM/conversational agents),False,not_agentic,,,,"This is a scoping review discussing abstract interaction risks of generative AI, not a concrete agentic incident with planning and tool execution.",excluded,excluded,False
mit-07.03.00,mit_risk_repo,https://airisk.mit.edu/risks,2023,Theoretical discussion of high-level AI risk,False,not_agentic,,,,"This is an academic risk-analysis paper discussing hypothetical power-seeking and misalignment, not a concrete agentic incident with mechanism detail.",excluded,excluded,False
mit-22.01.01,mit_risk_repo,https://airisk.mit.edu/risks,2023,Hypothetical AI bioweapon assistance (Overview of Catastrophic AI Risks),False,not_agentic,,,,"This is a speculative risk overview about hypothetical bioweapon facilitation, not a documented agentic multi-step incident with mechanism detail.",excluded,excluded,False
mit-22.04.01,mit_risk_repo,https://airisk.mit.edu/risks,2023,Conceptual discussion of proxy gaming in AI agents,False,insufficient_mechanism,,,,The text is an abstract conceptual overview of proxy gaming with no concrete documented incident or mechanism-level details to code.,excluded,excluded,False
mit-22.04.02,mit_risk_repo,https://airisk.mit.edu/risks,2023,Theoretical discussion of AI goal drift (Center for AI Safety overview paper),False,not_agentic,,,,"This is a speculative conceptual overview of future AI risks, not a concrete documented agentic incident.",excluded,excluded,False
mit-22.04.03,mit_risk_repo,https://airisk.mit.edu/risks,2023,Conceptual discussion in 'An Overview of Catastrophic AI Risks',False,not_agentic,,,,"The text is a speculative conceptual discussion of AI power-seeking risk, not a documented concrete agentic incident with mechanism detail.",excluded,excluded,False
mit-24.02.01,mit_risk_repo,https://airisk.mit.edu/risks,2024,Theoretical advanced AI assistant (The Ethics of Advanced AI Assistants),False,not_agentic,,,,"This is a theoretical discussion of consequentialist reasoning and instrumental subgoals, not a concrete documented agentic incident.",excluded,excluded,False
mit-24.02.04,mit_risk_repo,https://airisk.mit.edu/risks,2024,Hypothetical advanced AI assistant (deceptive alignment scenario),False,not_agentic,,,,"This is a theoretical discussion of deceptive alignment, not a documented concrete agentic incident with real tool execution.",excluded,excluded,False
mit-24.03.06,mit_risk_repo,https://airisk.mit.edu/risks,2024,The Ethics of Advanced AI Assistants (conceptual discussion),False,not_agentic,,,,"This is a general discussion of misuse risks and adversarial attacks on AI assistants, not a concrete documented agentic incident with mechanism-level detail.",excluded,excluded,False
mit-24.03.11,mit_risk_repo,https://airisk.mit.edu/risks,2024,"Advanced AI Assistants (hypothetical, from ethics report)",False,not_agentic,,,,"The text is a hypothetical discussion of potential misuse, not a concrete documented incident of autonomous multi-step agent behavior.",excluded,excluded,False
mit-24.03.14,mit_risk_repo,https://airisk.mit.edu/risks,2024,"AI assistants (conceptual, The Ethics of Advanced AI Assistants)",False,not_agentic,,,,"This is a conceptual ethics discussion of potential future malicious influence, not a concrete documented agentic incident with codeable mechanism detail.",excluded,excluded,False
mit-24.06.01,mit_risk_repo,https://airisk.mit.edu/risks,2024,"AI assistants (conceptual, Ethics of Advanced AI Assistants paper)",False,not_agentic,,,,"The text is a normative ethics paper discussing hypothetical harms from conversational assistants, not a concrete agentic incident with tool execution and mechanism detail.",excluded,excluded,False
mit-24.07.01,mit_risk_repo,https://airisk.mit.edu/risks,2024,Advanced AI assistants (conceptual discussion),False,not_agentic,,,,"This is a normative ethics discussion of overtrust in AI assistants, not a documented concrete agentic incident with mechanism detail.",excluded,excluded,False
mit-24.09.05,mit_risk_repo,https://airisk.mit.edu/risks,2024,Theoretical discussion of interacting AI assistants (ethics paper),False,not_agentic,,,,"This is a conceptual ethics discussion of hypothetical runaway feedback processes, not a documented concrete agentic incident with codeable mechanism detail.",excluded,excluded,False
mit-24.10.01,mit_risk_repo,https://airisk.mit.edu/risks,2024,The Ethics of Advanced AI Assistants (conceptual discussion),False,not_agentic,,,,"This is a general ethics discussion of access-related inequality risks, not a concrete agentic incident with mechanism detail.",excluded,excluded,False
mit-24.10.02,mit_risk_repo,https://airisk.mit.edu/risks,2024,The Ethics of Advanced AI Assistants (policy/ethics paper),False,not_agentic,,,,"The text is a general ethics discussion of AI accessibility disparities, not a concrete agentic incident with autonomous multi-step tool execution.",excluded,excluded,False
mit-24.10.03,mit_risk_repo,https://airisk.mit.edu/risks,2024,The Ethics of Advanced AI Assistants (conceptual discussion),False,not_agentic,,,,"This is a normative ethics essay about hypothetical access and inference risks, not a documented concrete agentic incident with codeable mechanism.",excluded,excluded,False
mit-24.11.01,mit_risk_repo,https://airisk.mit.edu/risks,2024,"Advanced AI assistants (conceptual, from ethics report)",False,not_agentic,,,,"This is a theoretical ethics discussion of potential harms, not a concrete documented agentic incident with codeable mechanism detail.",excluded,excluded,False
mit-24.11.02,mit_risk_repo,https://airisk.mit.edu/risks,2024,The Ethics of Advanced AI Assistants (DeepMind report),False,not_agentic,,,,"This is a conceptual discussion of potential societal harms from AI content generation, not a concrete documented agentic incident with mechanism detail.",excluded,excluded,False
mit-24.11.03,mit_risk_repo,https://airisk.mit.edu/risks,2024,Hypothetical weaponised AI assistants (ethics report),False,not_agentic,,,,"The text is a speculative ethics discussion of potential future misuse, not a concrete documented agentic incident.",excluded,excluded,False
mit-34.01.01,mit_risk_repo,https://airisk.mit.edu/risks,2023,AI Alignment survey (general reward hacking discussion),False,not_agentic,,,,"This is a survey discussing reward hacking conceptually, not a concrete agentic incident with codeable mechanism detail.",excluded,excluded,False
mit-34.01.02,mit_risk_repo,https://airisk.mit.edu/risks,2023,CoinRun RL agent (goal misgeneralization survey example),False,insufficient_mechanism,,,,"This is a survey's conceptual illustration of goal misgeneralization in a game RL benchmark, not a concrete agentic incident with codeable planning-plus-tool mechanism detail.",excluded,excluded,False
mit-34.01.03,mit_risk_repo,https://airisk.mit.edu/risks,2023,AI Alignment survey (reward tampering discussion),False,not_agentic,,,,"This is a theoretical survey discussion of reward tampering concepts, not a concrete documented agentic incident.",excluded,excluded,False
mit-34.03.03,mit_risk_repo,https://airisk.mit.edu/risks,2023,AI Alignment survey (general discussion of deceptive alignment/manipulation),False,not_agentic,,,,"This is a survey discussing categories of deceptive/manipulative behavior in the abstract, not a concrete documented agentic incident with mechanism detail.",excluded,excluded,False
mit-34.03.04,mit_risk_repo,https://airisk.mit.edu/risks,2023,AI Alignment survey / GPT-3.5 game theory evaluation,False,not_agentic,,,,"This is a survey referencing a game-theory evaluation of model outputs, not a concrete agentic multi-step incident with tool execution.",excluded,excluded,False
mit-43.02.09,mit_risk_repo,https://airisk.mit.edu/risks,2023,Unspecified LLM evaluation framework,False,not_agentic,,,,"The text is a general capability statement about LLM planning, not a documented agentic failure incident.",excluded,excluded,False
mit-45.02.13,mit_risk_repo,https://airisk.mit.edu/risks,2024,AI Safety Governance Framework (policy document),False,not_agentic,,,,"This is a hypothetical policy statement about future AI risks, not a documented concrete agentic incident with mechanism detail.",excluded,excluded,False
mit-47.02.06,mit_risk_repo,https://airisk.mit.edu/risks,2024,LAWS / autonomous combat AI (general discussion),False,insufficient_mechanism,,,,The text is a policy discussion of autonomous weapons capability with no concrete agentic failure incident or mechanism-level detail to code.,excluded,excluded,False
mit-47.02.14.a,mit_risk_repo,https://airisk.mit.edu/risks,2024,Unspecified generative/agentic AI (governance paper),False,insufficient_mechanism,,,,This is an abstract governance discussion with no concrete incident or mechanism-level detail to code.,excluded,excluded,False
mit-47.02.15,mit_risk_repo,https://airisk.mit.edu/risks,2024,Generative AI governance discussion (no specific agent system),False,not_agentic,,,,"This is a policy paper discussing hypothetical emergent risks in the abstract, not a documented concrete agentic incident with codeable mechanism detail.",excluded,excluded,False
mit-47.02.15.d,mit_risk_repo,https://airisk.mit.edu/risks,2024,Hypothetical generative AI self-replication (ARA) discussion,False,not_agentic,,,,"The text is a governance report speculating about unconfirmed hypothetical self-replication behavior, not a documented concrete agentic incident with mechanism detail.",excluded,excluded,False
mit-48.01.00,mit_risk_repo,https://airisk.mit.edu/risks,2024,NIST AI RMF Generative AI Profile,False,not_agentic,,,,"This is a policy framework describing generic generative AI risks, not a concrete agentic incident with tool execution.",excluded,excluded,False
mit-49.02.03,mit_risk_repo,https://airisk.mit.edu/risks,2024,International Scientific Report on the Safety of Advanced AI (hypothetical loss-of-control scenarios),False,not_agentic,,,,"The text describes speculative future loss-of-control scenarios, not a concrete agentic incident with codeable mechanism detail.",excluded,excluded,False
